Image URL,Alt Text,Alt Text Variants,Status,Issues,Title,Title Variants,ARIA Label,ARIA Label Variants,ARIA Describedby,ARIA Describedby Variants,Longdesc,Role,Visible,Width,Height,Occurrences,Page Count,Found On Pages
https://bendoregon.gov/wp-content/uploads/2025/12/A-Wheelchair.png,Wheelchair,Wheelchair [2],SUSPICIOUS,"Alt text ""Wheelchair"" is a single word; consider a more descriptive phrase that explains the image's purpose in context",,(missing) [2],,(missing) [2],,(missing) [2],,,true,120,120,2,2,https://bendoregon.gov/news/latino-community-association-and-city-of-bend-launch-office-hours-la-asociacion-de-la-comunidad-latina-y-la-ciudad-de-bend-lanzan-un-horario-de-atencion-al-publico/; https://bendoregon.gov/news/bend-fire-rescue-announces-melissa-steele-as-new-deputy-fire-marshal-of-wildfire-preparedness/
https://bendoregon.gov/wp-content/uploads/2025/12/bendmpoboundary.jpeg,bendmpoboundary,bendmpoboundary [1],SUSPICIOUS,"Alt text ""bendmpoboundary"" is a single word; consider a more descriptive phrase that explains the image's purpose in context",,(missing) [1],,(missing) [1],,(missing) [1],,,true,488,754,1,1,https://bendoregon.gov/news/bend-metropolitan-planning-is-seeking-committee-members-date-extended/
https://bendoregon.gov/wp-content/uploads/2025/12/ADA-icon.png,,(empty) [9],DECORATIVE,,,(missing) [9],,(missing) [9],,(missing) [9],,,true,154,154,9,9,https://bendoregon.gov/news/bmpo-transportation-plan-update-public-comment-period/; https://bendoregon.gov/news/apply-for-opening-on-bend-mpo-technical-advisory-committee-and-budget-committee/; https://bendoregon.gov/news/bend-mpo-notice-of-supplemental-budget-public-comment-period/; https://bendoregon.gov/news/bmpo-transportation-project-amendment-public-comment-period/; https://bendoregon.gov/news/bmpo-transportation-project-amendments-public-comment-period/; https://bendoregon.gov/news/bmpo-notice-of-budget-hearing-and-supplemental-budget-public-comment-period/; https://bendoregon.gov/news/bend-mpo-transportation-project-amendments-public-comment-period/; https://bendoregon.gov/news/bend-mpo-transportation-plan-update-review-of-existing-future-needs-draft-project-list-and-funding/; https://bendoregon.gov/news/bend-mpo-transportation-project-amendment-public-comment-period/
https://bendoregon.gov/wp-content/uploads/2025/12/MPO_H1.png,Bend MPO Logo Header,Bend MPO Logo Header [2] | (empty) [1],DECORATIVE,,,(missing) [3],,(missing) [3],,(missing) [3],,,true,662,86,3,3,https://bendoregon.gov/news/bmpo-title-vi-plan-update/; https://bendoregon.gov/news/transportation-planning-project-selection/; https://bendoregon.gov/news/bend-metropolitan-planning-organization-unified-planning-work-program/
file:///C:/Users/spyott/AppData/Local/Temp/msohtmlclip1/01/clip_image002.gif,,(empty) [1],DECORATIVE,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,2,64,1,1,https://bendoregon.gov/news/hb-458-amendments-effective-7-1-22/
https://bendoregon.gov/wp-content/uploads/2025/12/IAFF-Logo.jpeg,IAFF Logo,IAFF Logo [2],GOOD,,,(missing) [2],,(missing) [2],,(missing) [2],,,true,156,155,2,2,https://bendoregon.gov/news/help-the-bend-firefighters-fight-cancer/; https://bendoregon.gov/news/help-bend-firefighters-fight-cancer/
https://bendoregon.gov/wp-content/uploads/2025/12/Santas-Express.jpeg,Santa's Express,Santa's Express [2],GOOD,,,(missing) [2],,(missing) [2],,(missing) [2],,,true,357,272,2,2,https://bendoregon.gov/news/santa-express-2013/; https://bendoregon.gov/news/santas-express-2011/
https://bendoregon.gov/wp-content/uploads/2025/12/20240328-BMPO-FY24-Supplemental-Budget-table.png,20240328 BMPO FY24 Supplemental Budget table,20240328 BMPO FY24 Supplemental Budget table [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,391,148,1,1,https://bendoregon.gov/news/bmpo-notice-of-budget-hearing-and-supplemental-budget-public-comment-period/
https://bendoregon.gov/wp-content/uploads/2025/12/20240328-BMPO-FY25-Budget-table.png,20240328 BMPO FY25 Budget table,20240328 BMPO FY25 Budget table [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,408,156,1,1,https://bendoregon.gov/news/bmpo-notice-of-budget-hearing-and-supplemental-budget-public-comment-period/
https://bendoregon.gov/wp-content/uploads/2025/12/Bend-MPO-FY24-Supplemental-Budget-2024-01.png,Bend MPO FY24 Supplemental Budget 2024-01,Bend MPO FY24 Supplemental Budget 2024-01 [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,327,108,1,1,https://bendoregon.gov/news/bend-mpo-notice-of-supplemental-budget-public-comment-period/
https://bendoregon.gov/wp-content/uploads/2025/12/Burn-To-learn-Image.jpeg,"Firefighter spraying water on fire, burn to learn","Firefighter spraying water on fire, burn to learn [1]",GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,640,480,1,1,https://bendoregon.gov/news/structural-fire-training-exercise-on-tumalo-reservoir-road/
https://bendoregon.gov/wp-content/uploads/2025/12/Camp-Fire-Axe-Car-Training.jpeg,Camp Fire Axe Car Training,Camp Fire Axe Car Training [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,723,1086,1,1,https://bendoregon.gov/news/camp-fire-axe-2013/
https://bendoregon.gov/wp-content/uploads/2025/12/Celebrate_safely_and_legally.png,"Up to $750 fine, Call to report Illegal Fireworks 541-693-6911, No Illegal Fireworks in this neighborhood! Only fireworks purchased in Oregon are legal in Oregon. Bend Fire and Rescue Logo, City of Bend Logo, Bend Police Logo, Bend Neighborhood Association Logo. Celebrate Safely and Legally","Up to $750 fine, Call to report Illegal Fireworks 541-693-6911, No Illegal Fireworks in this neighborhood! Only fireworks purchased in Oregon are legal in Oregon. Bend Fire and Rescue Logo, City of Bend Logo, Bend Police Logo, Bend Neighborhood Association Logo. Celebrate Safely and Legally [1]",GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,1080,1080,1,1,https://bendoregon.gov/news/celebrate-safely-and-legally-this-4th-of-july/
https://bendoregon.gov/wp-content/uploads/2025/12/Core-Area-TIF-Plan-pic.jpeg,Core Area TIF Photo,Core Area TIF Photo [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,1920,717,1,1,https://bendoregon.gov/news/core-area-tif-plan-august-5th-public-hearing-city-council/
https://bendoregon.gov/wp-content/uploads/2025/12/GMD-Banner.jpeg,Bend skyline,Bend skyline [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,840,253,1,1,https://bendoregon.gov/news/bends-transportation-online-open-house/
https://bendoregon.gov/wp-content/uploads/2025/12/MPO-Logo-EPS.jpeg,MPO Logo,MPO Logo [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,723,578,1,1,https://bendoregon.gov/news/budget-committee-openings-for-the-bend-metropolitan-planning-organization/
https://bendoregon.gov/wp-content/uploads/2025/12/Santas-Express-2012.jpeg,Santa's Express 2012,Santa's Express 2012 [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,723,481,1,1,https://bendoregon.gov/news/santa-express-2012-a-huge-success/
https://bendoregon.gov/wp-content/uploads/2025/12/Seattle-Stair-Climb-2012.jpeg,Seattle Stair Climb 2012,Seattle Stair Climb 2012 [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,723,542,1,1,https://bendoregon.gov/news/help-bend-firefighters-fight-cancer/
https://bendoregon.gov/wp-content/uploads/2025/12/Stair-climb-Fundraiser-Photo.jpeg,Firefighter walking stairs for training,Firefighter walking stairs for training [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,723,964,1,1,https://bendoregon.gov/news/help-the-bend-firefighters-fight-cancer/
https://bendoregon.gov/wp-content/uploads/2025/12/us20atTumalo14892.jpeg,US-20 At Tumalo Project location Map,US-20 At Tumalo Project location Map [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,555,747,1,1,https://bendoregon.gov/news/mtip-amendment-us20-at-tumalo-comment-period/
https://bendoregon.gov/wp-content/uploads/2025/12/Volunteer-Vehicle.jpeg,White Ford Escape,White Ford Escape [1],GOOD,,,(missing) [1],,(missing) [1],,(missing) [1],,,true,723,526,1,1,https://bendoregon.gov/news/become-a-bend-fire-department-volunteer/
