Image URL,Alt Text,Alt Text Variants,Status,Issues,Title,Title Variants,ARIA Label,ARIA Label Variants,ARIA Describedby,ARIA Describedby Variants,Longdesc,Role,Visible,Width,Height,Occurrences,Page Count,Found On Pages
https://beacon.lynx.cognitivlabs.com/pixel/capture?tags=8dd8cf55-3ae9-49dc-a25a-83dcfc60de58&referer=&page_url=https%3A%2F%2Fwww.usps.com%2F&event=gtm.js/,,(missing) [1],MISSING,WCAG 1.1.1 Failure: alt attribute is missing entirely,,(missing) [1],,(missing) [1],,(missing) [1],,,true,,,1,1,http://usps.com/
https://beacon.lynx.cognitivlabs.com/pixel/capture?tags=8dd8cf55-3ae9-49dc-a25a-83dcfc60de58&referer=&page_url=https%3A%2F%2Fwww.usps.com%2Fbusiness%2Fground-advantage.htm&event=gtm.js/,,(missing) [1],MISSING,WCAG 1.1.1 Failure: alt attribute is missing entirely,,(missing) [1],,(missing) [1],,(missing) [1],,,true,,,1,1,http://usps.com/business/ground-advantage.htm
https://secure.adnxs.com/px?id=1534534&t=2,,(missing) [1],MISSING,WCAG 1.1.1 Failure: alt attribute is missing entirely,,(missing) [1],,(missing) [1],,(missing) [1],,,true,1,1,1,1,http://usps.com/business
https://sp.analytics.yahoo.com/spp.pl?a=10000&.yp=10214073&he={INSERT_MACRO_HERE}&hph={INSERT_MACRO_HERE}&ea=AdvantageLandingPage,,(missing) [1],MISSING,WCAG 1.1.1 Failure: alt attribute is missing entirely,,(missing) [1],,(missing) [1],,(missing) [1],,,true,1,1,1,1,http://usps.com/business/ground-advantage.htm
https://www.usps.com/business/images/3M-logo.png,,(missing) [1],MISSING,WCAG 1.1.1 Failure: alt attribute is missing entirely,,(missing) [1],,(missing) [1],,(missing) [1],,,true,230,43,1,1,http://usps.com/business/repositionable-notes-vendors.htm
https://www.usps.com/global-elements/images/facebook_logo.png,Image of Facebook social media icon.,Image of Facebook social media icon. [87],SUSPICIOUS,"Alt text contains redundant phrase ""image of""",,(missing) [87],,(missing) [87],,(missing) [87],,,true,38,38,87,87,http://usps.com/; http://usps.com/apps/informed-delivery.htm; http://usps.com/apps/rapid-drop.htm; http://usps.com/business; http://usps.com/business/advertise-with-mail.htm; http://usps.com/business/api-access.htm; http://usps.com/business/connect; http://usps.com/business/connect/ecommerce.htm; http://usps.com/business/connect/ecommerce-merchants.htm; http://usps.com/business/connect/local.htm; http://usps.com/business/customized-direct-mail.htm; http://usps.com/business/every-door-direct-mail.htm; http://usps.com/business/ground-advantage.htm; http://usps.com/business/informed-delivery.htm; http://usps.com/business/informed-innovations.htm; http://usps.com/business/international-shipping.htm; http://usps.com/business/label-broker.htm; http://usps.com/business/large-business.htm; http://usps.com/business/manage-mail.htm; http://usps.com/business/political-mail.htm; http://usps.com/business/postage-options.htm; http://usps.com/business/postage-options-compare.htm; http://usps.com/business/prices.htm; http://usps.com/business/priority-mail-next-day.htm; http://usps.com/business/promotions-incentives.htm; http://usps.com/business/repositionable-notes-vendors.htm; http://usps.com/business/return-services.htm; http://usps.com/business/vendors.htm; http://usps.com/business/verify-postage.htm; http://usps.com/business/web-tools-apis/documentation-updates.htm; http://usps.com/business/web-tools-apis; http://usps.com/help/claims.htm; http://usps.com/help/contact-us.htm; http://usps.com/help/international-claims.htm; http://usps.com/help/international-refunds.htm; http://usps.com/help/missing-mail.htm; http://usps.com/help/refunds.htm; http://usps.com/international; http://usps.com/international/customs-forms.htm; http://usps.com/international/first-class-mail-international.htm; http://usps.com/international/first-class-package-international-service.htm; http://usps.com/international/insurance-extra-services.htm; http://usps.com/international/international-how-to.htm; http://usps.com/international/letters.htm; http://usps.com/international/mail-shipping-services.htm; http://usps.com/international/money-transfers.htm; http://usps.com/international/new-eu-customs-rules.htm; http://usps.com/international/passports.htm; http://usps.com/international/prepaid-import-duties.htm; http://usps.com/international/preparing-international-shipments.htm; http://usps.com/international/priority-mail-express-international.htm; http://usps.com/international/priority-mail-international.htm; http://usps.com/international/shipping-restrictions.htm; http://usps.com/manage; http://usps.com/manage/forward.htm; http://usps.com/manage/forward-premium.htm; http://usps.com/manage/hold-mail.htm; http://usps.com/manage/informed-delivery.htm; http://usps.com/manage/mailboxes.htm; http://usps.com/manage/mail-for-deceased.htm; http://usps.com/manage/move-campaign.htm; http://usps.com/manage/package-intercept.htm; http://usps.com/manage/po-boxes.htm; http://usps.com/packagemailbox; http://usps.com/perfectlyorchestrated; http://usps.com/priority-mail/map; http://usps.com/service-standards; http://usps.com/ship; http://usps.com/ship/apo-fpo-dpo.htm; http://usps.com/ship/custom-mail.htm; http://usps.com/ship/first-class-mail.htm; http://usps.com/ship/ground-advantage.htm; http://usps.com/ship/insurance-extra-services.htm; http://usps.com/ship/label-broker.htm; http://usps.com/ship/letters.htm; http://usps.com/ship/mail-shipping-services.htm; http://usps.com/ship/online-shipping.htm; http://usps.com/ship/packages.htm; http://usps.com/ship/priority-mail.htm; http://usps.com/ship/priority-mail-express.htm; http://usps.com/ship/shipping-restrictions.htm; http://usps.com/shop/money-orders.htm; http://usps.com/shop/returns-exchanges.htm; http://usps.com/smallbusiness; http://usps.com/vulnerability-disclosure-policy; http://usps.com/taxes/welcome.htm; http://usps.com/holiday/holiday-shipping-dates.htm
https://www.usps.com/global-elements/images/instagram_logo.png,Image of instagram social media icon.,Image of instagram social media icon. [87],SUSPICIOUS,"Alt text contains redundant phrase ""image of""",,(missing) [87],,(missing) [87],,(missing) [87],,,true,38,38,87,87,http://usps.com/; http://usps.com/apps/informed-delivery.htm; http://usps.com/apps/rapid-drop.htm; http://usps.com/business; http://usps.com/business/advertise-with-mail.htm; http://usps.com/business/api-access.htm; http://usps.com/business/connect; http://usps.com/business/connect/ecommerce.htm; http://usps.com/business/connect/ecommerce-merchants.htm; http://usps.com/business/connect/local.htm; http://usps.com/business/customized-direct-mail.htm; http://usps.com/business/every-door-direct-mail.htm; http://usps.com/business/ground-advantage.htm; http://usps.com/business/informed-delivery.htm; http://usps.com/business/informed-innovations.htm; http://usps.com/business/international-shipping.htm; http://usps.com/business/label-broker.htm; http://usps.com/business/large-business.htm; http://usps.com/business/manage-mail.htm; http://usps.com/business/political-mail.htm; http://usps.com/business/postage-options.htm; http://usps.com/business/postage-options-compare.htm; http://usps.com/business/prices.htm; http://usps.com/business/priority-mail-next-day.htm; http://usps.com/business/promotions-incentives.htm; http://usps.com/business/repositionable-notes-vendors.htm; http://usps.com/business/return-services.htm; http://usps.com/business/vendors.htm; http://usps.com/business/verify-postage.htm; http://usps.com/business/web-tools-apis/documentation-updates.htm; http://usps.com/business/web-tools-apis; http://usps.com/help/claims.htm; http://usps.com/help/contact-us.htm; http://usps.com/help/international-claims.htm; http://usps.com/help/international-refunds.htm; http://usps.com/help/missing-mail.htm; http://usps.com/help/refunds.htm; http://usps.com/international; http://usps.com/international/customs-forms.htm; http://usps.com/international/first-class-mail-international.htm; http://usps.com/international/first-class-package-international-service.htm; http://usps.com/international/insurance-extra-services.htm; http://usps.com/international/international-how-to.htm; http://usps.com/international/letters.htm; http://usps.com/international/mail-shipping-services.htm; http://usps.com/international/money-transfers.htm; http://usps.com/international/new-eu-customs-rules.htm; http://usps.com/international/passports.htm; http://usps.com/international/prepaid-import-duties.htm; http://usps.com/international/preparing-international-shipments.htm; http://usps.com/international/priority-mail-express-international.htm; http://usps.com/international/priority-mail-international.htm; http://usps.com/international/shipping-restrictions.htm; http://usps.com/manage; http://usps.com/manage/forward.htm; http://usps.com/manage/forward-premium.htm; http://usps.com/manage/hold-mail.htm; http://usps.com/manage/informed-delivery.htm; http://usps.com/manage/mailboxes.htm; http://usps.com/manage/mail-for-deceased.htm; http://usps.com/manage/move-campaign.htm; http://usps.com/manage/package-intercept.htm; http://usps.com/manage/po-boxes.htm; http://usps.com/packagemailbox; http://usps.com/perfectlyorchestrated; http://usps.com/priority-mail/map; http://usps.com/service-standards; http://usps.com/ship; http://usps.com/ship/apo-fpo-dpo.htm; http://usps.com/ship/custom-mail.htm; http://usps.com/ship/first-class-mail.htm; http://usps.com/ship/ground-advantage.htm; http://usps.com/ship/insurance-extra-services.htm; http://usps.com/ship/label-broker.htm; http://usps.com/ship/letters.htm; http://usps.com/ship/mail-shipping-services.htm; http://usps.com/ship/online-shipping.htm; http://usps.com/ship/packages.htm; http://usps.com/ship/priority-mail.htm; http://usps.com/ship/priority-mail-express.htm; http://usps.com/ship/shipping-restrictions.htm; http://usps.com/shop/money-orders.htm; http://usps.com/shop/returns-exchanges.htm; http://usps.com/smallbusiness; http://usps.com/vulnerability-disclosure-policy; http://usps.com/taxes/welcome.htm; http://usps.com/holiday/holiday-shipping-dates.htm
https://www.usps.com/global-elements/images/logo-sb.svg,Image of USPS.com logo.,Image of USPS.com logo. [87],SUSPICIOUS,"Alt text contains redundant phrase ""image of""",,(missing) [87],Image of USPS.com logo.,Image of USPS.com logo. [87],,(missing) [87],,,true,300,36,87,87,http://usps.com/; http://usps.com/apps/informed-delivery.htm; http://usps.com/apps/rapid-drop.htm; http://usps.com/business; http://usps.com/business/advertise-with-mail.htm; http://usps.com/business/api-access.htm; http://usps.com/business/connect; http://usps.com/business/connect/ecommerce.htm; http://usps.com/business/connect/ecommerce-merchants.htm; http://usps.com/business/connect/local.htm; http://usps.com/business/customized-direct-mail.htm; http://usps.com/business/every-door-direct-mail.htm; http://usps.com/business/ground-advantage.htm; http://usps.com/business/informed-delivery.htm; http://usps.com/business/informed-innovations.htm; http://usps.com/business/international-shipping.htm; http://usps.com/business/label-broker.htm; http://usps.com/business/large-business.htm; http://usps.com/business/manage-mail.htm; http://usps.com/business/political-mail.htm; http://usps.com/business/postage-options.htm; http://usps.com/business/postage-options-compare.htm; http://usps.com/business/prices.htm; http://usps.com/business/priority-mail-next-day.htm; http://usps.com/business/promotions-incentives.htm; http://usps.com/business/repositionable-notes-vendors.htm; http://usps.com/business/return-services.htm; http://usps.com/business/vendors.htm; http://usps.com/business/verify-postage.htm; http://usps.com/business/web-tools-apis/documentation-updates.htm; http://usps.com/business/web-tools-apis; http://usps.com/help/claims.htm; http://usps.com/help/contact-us.htm; http://usps.com/help/international-claims.htm; http://usps.com/help/international-refunds.htm; http://usps.com/help/missing-mail.htm; http://usps.com/help/refunds.htm; http://usps.com/international; http://usps.com/international/customs-forms.htm; http://usps.com/international/first-class-mail-international.htm; http://usps.com/international/first-class-package-international-service.htm; http://usps.com/international/insurance-extra-services.htm; http://usps.com/international/international-how-to.htm; http://usps.com/international/letters.htm; http://usps.com/international/mail-shipping-services.htm; http://usps.com/international/money-transfers.htm; http://usps.com/international/new-eu-customs-rules.htm; http://usps.com/international/passports.htm; http://usps.com/international/prepaid-import-duties.htm; http://usps.com/international/preparing-international-shipments.htm; http://usps.com/international/priority-mail-express-international.htm; http://usps.com/international/priority-mail-international.htm; http://usps.com/international/shipping-restrictions.htm; http://usps.com/manage; http://usps.com/manage/forward.htm; http://usps.com/manage/forward-premium.htm; http://usps.com/manage/hold-mail.htm; http://usps.com/manage/informed-delivery.htm; http://usps.com/manage/mailboxes.htm; http://usps.com/manage/mail-for-deceased.htm; http://usps.com/manage/move-campaign.htm; http://usps.com/manage/package-intercept.htm; http://usps.com/manage/po-boxes.htm; http://usps.com/packagemailbox; http://usps.com/perfectlyorchestrated; http://usps.com/priority-mail/map; http://usps.com/service-standards; http://usps.com/ship; http://usps.com/ship/apo-fpo-dpo.htm; http://usps.com/ship/custom-mail.htm; http://usps.com/ship/first-class-mail.htm; http://usps.com/ship/ground-advantage.htm; http://usps.com/ship/insurance-extra-services.htm; http://usps.com/ship/label-broker.htm; http://usps.com/ship/letters.htm; http://usps.com/ship/mail-shipping-services.htm; http://usps.com/ship/online-shipping.htm; http://usps.com/ship/packages.htm; http://usps.com/ship/priority-mail.htm; http://usps.com/ship/priority-mail-express.htm; http://usps.com/ship/shipping-restrictions.htm; http://usps.com/shop/money-orders.htm; http://usps.com/shop/returns-exchanges.htm; http://usps.com/smallbusiness; http://usps.com/vulnerability-disclosure-policy; http://usps.com/taxes/welcome.htm; http://usps.com/holiday/holiday-shipping-dates.htm
https://www.usps.com/global-elements/images/pinterest_logo.png,Image of Pinterest social media icon.,Image of Pinterest social media icon. [87],SUSPICIOUS,"Alt text contains redundant phrase ""image of""",,(missing) [87],,(missing) [87],,(missing) [87],,,true,38,38,87,87,http://usps.com/; http://usps.com/apps/informed-delivery.htm; http://usps.com/apps/rapid-drop.htm; http://usps.com/business; http://usps.com/business/advertise-with-mail.htm; http://usps.com/business/api-access.htm; http://usps.com/business/connect; http://usps.com/business/connect/ecommerce.htm; http://usps.com/business/connect/ecommerce-merchants.htm; http://usps.com/business/connect/local.htm; http://usps.com/business/customized-direct-mail.htm; http://usps.com/business/every-door-direct-mail.htm; http://usps.com/business/ground-advantage.htm; http://usps.com/business/informed-delivery.htm; http://usps.com/business/informed-innovations.htm; http://usps.com/business/international-shipping.htm; http://usps.com/business/label-broker.htm; http://usps.com/business/large-business.htm; http://usps.com/business/manage-mail.htm; http://usps.com/business/political-mail.htm; http://usps.com/business/postage-options.htm; http://usps.com/business/postage-options-compare.htm; http://usps.com/business/prices.htm; http://usps.com/business/priority-mail-next-day.htm; http://usps.com/business/promotions-incentives.htm; http://usps.com/business/repositionable-notes-vendors.htm; http://usps.com/business/return-services.htm; http://usps.com/business/vendors.htm; http://usps.com/business/verify-postage.htm; http://usps.com/business/web-tools-apis/documentation-updates.htm; http://usps.com/business/web-tools-apis; http://usps.com/help/claims.htm; http://usps.com/help/contact-us.htm; http://usps.com/help/international-claims.htm; http://usps.com/help/international-refunds.htm; http://usps.com/help/missing-mail.htm; http://usps.com/help/refunds.htm; http://usps.com/international; http://usps.com/international/customs-forms.htm; http://usps.com/international/first-class-mail-international.htm; http://usps.com/international/first-class-package-international-service.htm; http://usps.com/international/insurance-extra-services.htm; http://usps.com/international/international-how-to.htm; http://usps.com/international/letters.htm; http://usps.com/international/mail-shipping-services.htm; http://usps.com/international/money-transfers.htm; http://usps.com/international/new-eu-customs-rules.htm; http://usps.com/international/passports.htm; http://usps.com/international/prepaid-import-duties.htm; http://usps.com/international/preparing-international-shipments.htm; http://usps.com/international/priority-mail-express-international.htm; http://usps.com/international/priority-mail-international.htm; http://usps.com/international/shipping-restrictions.htm; http://usps.com/manage; http://usps.com/manage/forward.htm; http://usps.com/manage/forward-premium.htm; http://usps.com/manage/hold-mail.htm; http://usps.com/manage/informed-delivery.htm; http://usps.com/manage/mailboxes.htm; http://usps.com/manage/mail-for-deceased.htm; http://usps.com/manage/move-campaign.htm; http://usps.com/manage/package-intercept.htm; http://usps.com/manage/po-boxes.htm; http://usps.com/packagemailbox; http://usps.com/perfectlyorchestrated; http://usps.com/priority-mail/map; http://usps.com/service-standards; http://usps.com/ship; http://usps.com/ship/apo-fpo-dpo.htm; http://usps.com/ship/custom-mail.htm; http://usps.com/ship/first-class-mail.htm; http://usps.com/ship/ground-advantage.htm; http://usps.com/ship/insurance-extra-services.htm; http://usps.com/ship/label-broker.htm; http://usps.com/ship/letters.htm; http://usps.com/ship/mail-shipping-services.htm; http://usps.com/ship/online-shipping.htm; http://usps.com/ship/packages.htm; http://usps.com/ship/priority-mail.htm; http://usps.com/ship/priority-mail-express.htm; http://usps.com/ship/shipping-restrictions.htm; http://usps.com/shop/money-orders.htm; http://usps.com/shop/returns-exchanges.htm; http://usps.com/smallbusiness; http://usps.com/vulnerability-disclosure-policy; http://usps.com/taxes/welcome.htm; http://usps.com/holiday/holiday-shipping-dates.htm
https://www.usps.com/global-elements/images/threads_logo.png,Image of Threads social media icon.,Image of Threads social media icon. [87],SUSPICIOUS,"Alt text contains redundant phrase ""image of""",,(missing) [87],,(missing) [87],,(missing) [87],,,true,38,44,87,87,http://usps.com/; http://usps.com/apps/informed-delivery.htm; http://usps.com/apps/rapid-drop.htm; http://usps.com/business; http://usps.com/business/advertise-with-mail.htm; http://usps.com/business/api-access.htm; http://usps.com/business/connect; http://usps.com/business/connect/ecommerce.htm; http://usps.com/business/connect/ecommerce-merchants.htm; http://usps.com/business/connect/local.htm; http://usps.com/business/customized-direct-mail.htm; http://usps.com/business/every-door-direct-mail.htm; http://usps.com/business/ground-advantage.htm; http://usps.com/business/informed-delivery.htm; http://usps.com/business/informed-innovations.htm; http://usps.com/business/international-shipping.htm; http://usps.com/business/label-broker.htm; http://usps.com/business/large-business.htm; http://usps.com/business/manage-mail.htm; http://usps.com/business/political-mail.htm; http://usps.com/business/postage-options.htm; http://usps.com/business/postage-options-compare.htm; http://usps.com/business/prices.htm; http://usps.com/business/priority-mail-next-day.htm; http://usps.com/business/promotions-incentives.htm; http://usps.com/business/repositionable-notes-vendors.htm; http://usps.com/business/return-services.htm; http://usps.com/business/vendors.htm; http://usps.com/business/verify-postage.htm; http://usps.com/business/web-tools-apis/documentation-updates.htm; http://usps.com/business/web-tools-apis; http://usps.com/help/claims.htm; http://usps.com/help/contact-us.htm; http://usps.com/help/international-claims.htm; http://usps.com/help/international-refunds.htm; http://usps.com/help/missing-mail.htm; http://usps.com/help/refunds.htm; http://usps.com/international; http://usps.com/international/customs-forms.htm; http://usps.com/international/first-class-mail-international.htm; http://usps.com/international/first-class-package-international-service.htm; http://usps.com/international/insurance-extra-services.htm; http://usps.com/international/international-how-to.htm; http://usps.com/international/letters.htm; http://usps.com/international/mail-shipping-services.htm; http://usps.com/international/money-transfers.htm; http://usps.com/international/new-eu-customs-rules.htm; http://usps.com/international/passports.htm; http://usps.com/international/prepaid-import-duties.htm; http://usps.com/international/preparing-international-shipments.htm; http://usps.com/international/priority-mail-express-international.htm; http://usps.com/international/priority-mail-international.htm; http://usps.com/international/shipping-restrictions.htm; http://usps.com/manage; http://usps.com/manage/forward.htm; http://usps.com/manage/forward-premium.htm; http://usps.com/manage/hold-mail.htm; http://usps.com/manage/informed-delivery.htm; http://usps.com/manage/mailboxes.htm; http://usps.com/manage/mail-for-deceased.htm; http://usps.com/manage/move-campaign.htm; http://usps.com/manage/package-intercept.htm; http://usps.com/manage/po-boxes.htm; http://usps.com/packagemailbox; http://usps.com/perfectlyorchestrated; http://usps.com/priority-mail/map; http://usps.com/service-standards; http://usps.com/ship; http://usps.com/ship/apo-fpo-dpo.htm; http://usps.com/ship/custom-mail.htm; http://usps.com/ship/first-class-mail.htm; http://usps.com/ship/ground-advantage.htm; http://usps.com/ship/insurance-extra-services.htm; http://usps.com/ship/label-broker.htm; http://usps.com/ship/letters.htm; http://usps.com/ship/mail-shipping-services.htm; http://usps.com/ship/online-shipping.htm; http://usps.com/ship/packages.htm; http://usps.com/ship/priority-mail.htm; http://usps.com/ship/priority-mail-express.htm; http://usps.com/ship/shipping-restrictions.htm; http://usps.com/shop/money-orders.htm; http://usps.com/shop/returns-exchanges.htm; http://usps.com/smallbusiness; http://usps.com/vulnerability-disclosure-policy; http://usps.com/taxes/welcome.htm; http://usps.com/holiday/holiday-shipping-dates.htm
